LL1003,restarted,2010-03-24 12:32:28.847
LL1002,offline,2010-03-24 12:32:28.847
LL1001,in-use,2010-03-24 12:32:28.847
LL1004,restarted,2010-03-24 12:35:28.893
LL1001,restarted,2010-03-25 07:51:22.280
LL1003,offline,2010-03-25 11:21:45.310
TL1003,restarted,2010-03-25 13:38:45.873
TL1004,restarted,2010-03-25 13:38:58.047
TL1004,restarted,2010-03-25 14:12:24.047
LL1001,restarted,2010-07-02 07:32:43.330
TL1001,in-use,2010-07-02 09:02:43.057
TL1002,restarted,2010-07-02 09:02:47.353
TL1005,available,2010-07-02 09:02:52.633
TL1006,offline,2010-07-14 08:55:25.607
TL1007,available,2010-07-14 08:56:34.510
RIS01,available,2010-07-29 13:49:39.157
RIS02,available,2010-07-29 13:49:41.530
RIS003,available,2010-07-29 13:49:58.500
RIS004,available,2010-07-29 13:50:01.343
RIS005,in-use,2010-07-29 13:50:04.157
RIS006,available,2010-07-29 13:50:28.063
RIS07,available,2010-07-29 13:50:30.453
RIS08,available,2010-07-29 13:50:32.657
RIS09,available,2010-07-29 13:50:35.250
RIS010,available,2010-07-29 13:50:37.203
RIS11,available,2010-07-29 13:50:40.970
RIS12,available,2010-07-29 13:50:43.250
RIS13,available,2010-07-29 13:50:45.547
RIS14,available,2010-07-29 13:50:47.983
RIS15,available,2010-07-29 13:50:51.233
RIS016,available,2010-07-29 13:51:47.813
REFVIS01,available,2010-07-29 13:52:00.093
REFVIS02,available,2010-07-29 13:52:02.313
TL30001,available,2010-07-29 13:52:15.343
TL30002,available,2010-07-29 13:52:17.343
TL4001,available,2010-07-29 13:52:22.437
TL4002,available,2010-07-29 13:52:24.703
TL5001,available,2010-07-29 13:52:26.720
TL5002,available,2010-07-29 13:52:28.657
TL6001,available,2010-07-29 13:52:30.483
TL6002,available,2010-07-29 13:52:32.437
TL7001,available,2010-07-29 13:52:34.063
TL702,available,2010-07-29 13:52:36.173
TL801,available,2010-07-29 13:52:38.047
TL802,available,2010-07-29 13:52:40.203
TL901,available,2010-07-29 13:52:42.437
TL902,available,2010-07-29 13:52:46.123
RIS02,restarted,2010-07-29 14:02:20.700
RIS01,restarted,2010-07-29 14:03:34.013
RIS003,restarted,2010-07-29 14:03:38.543
RIS004,in-use,2010-07-29 14:03:46.857
RIS01,in-use,2010-07-29 14:03:51.747
RIS02,in-use,2010-07-29 14:04:13.793
RIS003,in-use,2010-07-29 14:05:05.183
RIS003,available,2010-07-29 14:05:22.573
RIS02,available,2010-07-29 14:05:27.497
RIS004,available,2010-07-29 14:05:36.543
RIS005,in-use,2010-07-29 14:06:13.637
RIS12,available,2010-07-30 15:37:37.210
RIS12,available,2010-07-30 15:39:00.880
RIS12,in-use,2010-07-30 15:39:31.833
RIS12,restarted,2010-07-30 15:47:03.223
RIS12,available,2010-07-30 15:50:23.330
RIS12,available,2010-07-30 15:50:24.470
RIS12,available,2010-07-30 15:50:24.847
RIS12,available,2010-07-30 15:50:25.160
RIS12,available,2010-07-30 15:50:25.377
RIS12,available,2010-07-30 15:51:52.360
RIS12,restarted,2010-07-30 15:52:21.267
RIS12,in-use,2010-07-30 15:55:04.593
RIS01,offline,2010-08-11 06:55:03.540
RIS02,offline,2010-08-11 06:56:29.400
RIS01,restarted,2010-08-11 06:56:46.730
RIS003,offline,2010-08-11 06:58:05.497
RIS02,restarted,2010-08-11 06:58:12.120
RIS004,offline,2010-08-11 06:59:26.823
RIS003,restarted,2010-08-11 06:59:48.340
RIS005,offline,2010-08-11 07:00:58.903
RIS004,restarted,2010-08-11 07:01:05.780
RIS005,restarted,2010-08-11 07:02:40.590
